DeviceID,DLmodel,TimeStamp,EpcohIdx,IterIdx,ExecutionTime,Energy,ExecutionTimePerData,EnergyPerData,CoreFreq,OtimalCoreFreq
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:36 AM,0,24,0.3442776203155517,1.1966912369595632e-05,0.0053793378174304,1.8698300577493175e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:37 AM,0,25,0.3715875148773193,1.538416522608863e-05,0.0058060549199581,2.4037758165763484e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:38 AM,0,26,0.3513240814208984,1.3134506012996036e-05,0.0054894387722015,2.0522665645306309e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:39 AM,0,27,0.3360159397125244,1.3055090337991715e-05,0.0052502490580081,2.039857865311205e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:40 AM,0,28,0.3362824916839599,1.3531587421894076e-05,0.0052544139325618,2.1143105346709493e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:41 AM,0,29,0.321697473526001,1.2430940506193372e-05,0.0050265230238437,1.9423344540927146e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:42 AM,0,30,0.326164960861206,1.1981526064210467e-05,0.0050963275134563,1.8721134475328853e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:43 AM,0,31,0.3358919620513916,1.040235539343622e-05,0.0052483119070529,1.6253680302244094e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:44 AM,0,32,0.3414435386657715,1.33302318043179e-05,0.0053350552916526,2.0828487194246722e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:45 AM,0,33,0.342479944229126,1.3278911380635367e-05,0.00535124912858,2.0748299032242761e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:46 AM,0,34,0.323256254196167,1.2681920016474196e-05,0.0050508789718151,1.981550002574093e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:47 AM,0,35,0.3212566375732422,1.1219497568739785e-05,0.0050196349620819,1.7530464951155913e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:48 AM,0,36,0.3257293701171875,1.215790841910574e-05,0.005089521408081,1.8996731904852722e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:49 AM,0,37,0.3277163505554199,1.3261938049395878e-05,0.0051205679774284,2.072177820218106e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:49 AM,0,38,0.3340091705322265,1.3528012739287484e-05,0.005218893289566,2.113751990513669e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:50 AM,0,39,0.3336167335510254,1.335154816508293e-05,0.0052127614617347,2.086179400794208e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:52 AM,0,40,0.3266370296478271,1.1806379794412188e-05,0.0051037035882472,1.8447468428769049e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:53 AM,0,41,0.3219552040100097,1.34027291642295e-05,0.0050305500626564,2.09417643191086e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:53 AM,0,42,0.3205862045288086,1.312288475367758e-05,0.0050091594457626,2.050450742762122e-07,1492,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:54 AM,0,43,0.330298900604248,1.3390502486626309e-05,0.0051609203219413,2.0922660135353605e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:55 AM,0,44,0.325068712234497,1.3536104798316954e-05,0.005079198628664,2.115016374737024e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:56 AM,0,45,0.3303761482238769,1.442784432835049e-05,0.005162127315998,2.254350676304764e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:57 AM,0,46,0.3323187828063965,1.2970979528294669e-05,0.0051924809813499,2.0267155512960417e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:58 AM,0,47,0.3289778232574463,1.3996788416306175e-05,0.0051402784883975,2.18699819004784e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:40:59 AM,0,48,0.3222529888153076,1.3845057358344396e-05,0.0050352029502391,2.163290212241312e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:00 AM,0,49,0.3218212127685547,1.2458452397584914e-05,0.0050284564495086,1.946633187122643e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:00 AM,0,50,0.3290958404541015,1.3740607237153583e-05,0.0051421225070953,2.1469698808052482e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:01 AM,0,51,0.3498432636260986,1.3940089590681925e-05,0.0054663009941577,2.178138998544051e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:02 AM,0,52,0.3207204341888428,1.388687449230088e-05,0.0050112567842006,2.1698241394220125e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:03 AM,0,53,0.3311028480529785,1.2458017719454234e-05,0.0051734820008277,1.946565268664724e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:04 AM,0,54,0.3249907493591308,1.2279336043861177e-05,0.0050779804587364,1.9186462568533088e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:05 AM,0,55,0.330463171005249,1.3320383210976916e-05,0.005163487046957,2.081309876715144e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:06 AM,0,56,0.3241820335388183,1.301335513194402e-05,0.005065344274044,2.033336739366253e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:07 AM,0,57,0.3169372081756592,1.02900307794412e-05,0.0049521438777446,1.6078173092876873e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:07 AM,0,58,0.3423924446105957,1.0440399179193708e-05,0.0053498819470405,1.6313123717490168e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:09 AM,0,59,0.3303976058959961,1.086514281829198e-05,0.0051624625921249,1.697678565358122e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:10 AM,0,60,0.328751802444458,9.504180544614792e-06,0.0051367469131946,1.4850282100960612e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:11 AM,0,61,0.3253242969512939,1.142041569749514e-05,0.0050831921398639,1.784439952733616e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:12 AM,0,62,0.326533555984497,1.31594697813193e-05,0.0051020868122577,2.056167153331141e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:13 AM,0,63,0.3454115390777588,1.347839346991645e-05,0.0053970552980899,2.105998979674445e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:14 AM,0,64,0.3367834091186523,1.0610314469205006e-05,0.0052622407674789,1.6578616358132822e-07,1402,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:15 AM,0,65,0.3420381546020508,1.1158417253361808e-05,0.005344346165657,1.7435026958377825e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:16 AM,0,66,0.3253819942474365,1.2454980631669364e-05,0.0050840936601161,1.946090723698338e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:16 AM,0,67,0.3318452835083008,1.3211676336659323e-05,0.0051850825548172,2.06432442760302e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:17 AM,0,68,0.3253254890441894,1.3967270278930664e-05,0.0050832107663154,2.1823859810829162e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:18 AM,0,69,0.3455369472503662,1.2318725030289755e-05,0.0053990148007869,1.9248007859827745e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:19 AM,0,70,0.3441567420959472,1.2921017458041506e-05,0.0053774490952491,2.0189089778189854e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:20 AM,0,71,0.3438334465026855,1.3114337711201775e-05,0.0053723976016044,2.0491152673752774e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:21 AM,0,72,0.3208756446838379,1.2935320880677966e-05,0.0050136819481849,2.0211438876059322e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:22 AM,0,73,0.3220472335815429,1.100172912677129e-05,0.0050319880247116,1.7190201760580141e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:23 AM,0,74,0.3268344402313232,1.2358627200126646e-05,0.0051067881286144,1.9310355000197884e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:23 AM,0,75,0.3417096138000488,1.314656340281169e-05,0.0053392127156257,2.0541505316893265e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:24 AM,0,76,0.3336324691772461,1.2344304600026872e-05,0.0052130073308944,1.928797593754199e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:25 AM,0,77,0.3493125438690185,9.276099179850683e-06,0.0054580084979534,1.4493904968516698e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:26 AM,0,78,0.3235211372375488,1.328767751653989e-05,0.0050550177693367,2.076199611959358e-07,1455,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:27 AM,0,79,0.3243100643157959,1.2925884501139324e-05,0.0050673447549343,2.0196694533030202e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:28 AM,0,80,0.3519654273986816,1.0104442504379485e-05,0.0054994598031044,1.5788191413092945e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:28 AM,0,81,0.3348171710968017,1.1548517743084166e-05,0.0052315182983875,1.804455897356901e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:29 AM,0,82,0.324592113494873,1.317567488418685e-05,0.0050717517733573,2.058699200654196e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:31 AM,0,83,0.3235116004943847,1.3906961856285733e-05,0.0050548687577247,2.1729627900446455e-07,1410,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:32 AM,0,84,0.3234181404113769,1.3234244942002828e-05,0.0050534084439277,2.0678507721879417e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:33 AM,0,85,0.327455997467041,1.3296824030743705e-05,0.0051164999604225,2.077628754803704e-07,1492,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:34 AM,0,86,0.3362038135528564,1.3719444733195836e-05,0.0052531845867633,2.1436632395618493e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:34 AM,0,87,0.3215763568878174,1.1734810713926951e-05,0.0050246305763721,1.8335641740510864e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:35 AM,0,88,0.3271524906158447,1.4908202162716125e-05,0.0051117576658725,2.3294065879243945e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:36 AM,0,89,0.3361406326293945,1.1853953549596998e-05,0.0052521973848342,1.852180242124531e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:37 AM,0,90,0.3226704597473144,1.3072481881909898e-05,0.0050417259335517,2.042575294048422e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:38 AM,0,91,0.3477663993835449,1.3283304419120154e-05,0.0054338499903678,2.075516315487524e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:39 AM,0,92,0.3507554531097412,1.235894137488471e-05,0.0054805539548397,1.931084589825736e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:40 AM,0,93,0.335690975189209,1.3410452020168304e-05,0.0052451714873313,2.0953831281512974e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:41 AM,0,94,0.3250176906585693,1.3341100123855802e-05,0.0050784014165401,2.084546894352469e-07,1455,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:42 AM,0,95,0.3363847732543945,1.3072113011280692e-05,0.0052560120820999,2.042517658012608e-07,1492,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:43 AM,0,96,0.3378798961639404,1.2654115378194384e-05,0.0052793733775615,1.9772055278428725e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:44 AM,0,97,0.3423092365264892,1.3466273656818602e-05,0.0053485818207263,2.1041052588779065e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:45 AM,0,98,0.3304762840270996,1.0192451143264771e-05,0.0051636919379234,1.5925704911351205e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:46 AM,0,99,0.3282866477966308,1.3550956394937303e-05,0.0051294788718223,2.117336936708954e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:47 AM,0,100,0.3406054973602295,1.3660780272881191e-05,0.0053219608962535,2.134496917637687e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:48 AM,0,101,0.3355574607849121,1.3630426131354438e-05,0.0052430853247642,2.1297540830241309e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:49 AM,0,102,0.3303291797637939,1.3184323640002143e-05,0.0051613934338092,2.060050568750335e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:50 AM,0,103,0.3264060020446777,1.3622094934516482e-05,0.005100093781948,2.1284523335182005e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:51 AM,0,104,0.3441419601440429,1.065335198243459e-05,0.0053772181272506,1.664586247255405e-07,1507,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:52 AM,0,105,0.3326609134674072,1.1659459420045218e-05,0.0051978267729282,1.8217905343820653e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:53 AM,0,106,0.330981969833374,1.2349087402555676e-05,0.0051715932786464,1.9295449066493248e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:54 AM,0,107,0.3321640491485595,1.421776624586847e-05,0.0051900632679462,2.2215259759169485e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:55 AM,0,108,0.3280296325683594,1.3075790214538574e-05,0.0051254630088806,2.0430922210216521e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:56 AM,0,109,0.3291363716125488,1.2971852889325882e-05,0.005142755806446,2.026852013957169e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:57 AM,0,110,0.3457732200622558,1.0177549429734549e-05,0.0054027065634727,1.5902420983960232e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:58 AM,0,111,0.3372337818145752,1.0790876532925498e-05,0.0052692778408527,1.686074458269609e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:59 AM,0,112,0.3199479579925537,1.320320550137096e-05,0.0049991868436336,2.063000859589213e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:41:59 AM,0,113,0.3191993236541748,1.2957381833261916e-05,0.0049874894320964,2.0245909114471744e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:01 AM,0,114,0.3247485160827636,1.3523577390114469e-05,0.0050741955637931,2.1130589672053855e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:01 AM,0,115,0.3324320316314697,1.3521309038003289e-05,0.0051942504942417,2.1127045371880138e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:02 AM,0,116,0.3328168392181396,1.2157761382394366e-05,0.0052002631127834,1.899650215999121e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:03 AM,0,117,0.325139045715332,1.3558692120181193e-05,0.005080297589302,2.118545643778311e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:04 AM,0,118,0.3246419429779053,1.1878365666998756e-05,0.0050725303590297,1.8559946354685562e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:05 AM,0,119,0.3281483650207519,1.318546828428904e-05,0.0051273182034492,2.0602294194201625e-07,1402,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:06 AM,0,120,0.3374934196472168,1.0655660524633196e-05,0.0052733346819877,1.6649469569739369e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:07 AM,0,121,0.3215639591217041,1.0783265639013714e-05,0.0050244368612766,1.684885256095893e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:08 AM,0,122,0.3230328559875488,1.331498913500044e-05,0.0050473883748054,2.080467052343819e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:09 AM,0,123,0.3336880207061767,1.3552813025315605e-05,0.005213875323534,2.117627035205563e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:10 AM,0,124,0.3206608295440674,1.4662072718805737e-05,0.005010325461626,2.290948862313396e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:11 AM,0,125,0.3540468215942383,1.331068177090751e-05,0.0055319815874099,2.0797940267042985e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:12 AM,0,126,0.3391270637512207,1.3060386227899123e-05,0.0052988603711128,2.0406853481092386e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:13 AM,0,127,0.3309042453765869,1.2919232210848063e-05,0.0051703788340091,2.01863003294501e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:14 AM,0,128,0.3370468616485595,1.3308790610233945e-05,0.0052663572132587,2.0794985328490538e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:15 AM,0,129,0.3261222839355469,1.3586023853884805e-05,0.0050956606864929,2.122816227169501e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:16 AM,0,130,0.3246996402740478,1.3557678129937914e-05,0.0050734318792819,2.118387207802799e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:17 AM,0,131,0.324190616607666,1.2557951335774526e-05,0.0050654783844947,1.9621798962147697e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:18 AM,0,132,0.3429269790649414,1.0555748687850106e-05,0.0053582340478897,1.649335732476579e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:18 AM,0,133,0.3578195571899414,1.269762677285406e-05,0.0055909305810928,1.984004183258447e-07,1417,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:19 AM,0,134,0.340059757232666,1.3645522748761705e-05,0.0053134337067604,2.1321129294940169e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:21 AM,0,135,0.359713077545166,1.3381573395596608e-05,0.0056205168366432,2.09087084306197e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:22 AM,0,136,0.3245847225189209,1.2770386967394083e-05,0.0050716362893581,1.9953729636553258e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:23 AM,0,137,0.3243594169616699,1.3486129063367845e-05,0.005068115890026,2.1072076661512255e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:24 AM,0,138,0.3260900974273681,1.306296842628055e-05,0.0050951577723026,2.041088816606336e-07,1485,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:25 AM,0,139,0.3226988315582275,1.4024294772413044e-05,0.0050421692430973,2.191296058189538e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:26 AM,0,140,0.3384344577789306,1.4490101184447607e-05,0.0052880384027957,2.264078310069939e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:27 AM,0,141,0.3228206634521484,1.3139184921979902e-05,0.0050440728664398,2.0529976440593602e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:28 AM,0,142,0.3196494579315185,1.3073149786392845e-05,0.0049945227801799,2.042679654123882e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:29 AM,0,143,0.3186049461364746,1.1490242169300714e-05,0.0049782022833824,1.7953503389532369e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:30 AM,0,144,0.3257515430450439,1.0400139929850898e-05,0.0050898678600788,1.6250218640392028e-07,1500,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:32 AM,0,145,0.3309457302093506,1.0306985688209532e-05,0.0051710270345211,1.61046651378274e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:33 AM,0,146,0.3350844383239746,1.3439301455020908e-05,0.0052356943488121,2.099890852347017e-07,1440,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:34 AM,0,147,0.3373308181762695,9.085568285650678e-06,0.0052707940340042,1.4196200446329184e-07,1455,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:35 AM,0,148,0.3287112712860107,1.40532387442059e-05,0.0051361136138439,2.1958185537821722e-07,1447,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:36 AM,0,149,0.3583128452301025,1.2445857700374393e-05,0.0055986382067203,1.9446652656834986e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:37 AM,0,150,0.3372640609741211,1.3116945240894952e-05,0.0052697509527206,2.0495226938898365e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:38 AM,0,151,0.3417315483093261,1.1642429227299158e-05,0.0053395554423332,1.819129566765493e-07,1507,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:39 AM,0,152,0.323714017868042,1.1219738493363062e-05,0.0050580315291881,1.7530841395879785e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:40 AM,0,153,0.3218607902526855,8.141817745897503e-06,0.0050290748476982,1.272159022796485e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:41 AM,0,154,0.3374414443969726,1.3810859268241458e-05,0.0052725225687026,2.157946760662728e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:42 AM,0,155,0.3255839347839355,1.3460823729965424e-05,0.0050872489809989,2.1032537078070973e-07,1410,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:43 AM,0,156,0.3200094699859619,1.2662461397382949e-05,0.0050001479685306,1.9785095933410857e-07,1425,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:44 AM,0,157,0.3383362293243408,1.3337156851424108e-05,0.0052865035831928,2.083930758035017e-07,1507,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:45 AM,0,158,0.3433201313018799,1.408513115445773e-05,0.0053643770515918,2.200801742884021e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:42:46 AM,0,159,0.3253178596496582,1.1965586920579273e-05,0.0050830915570259,1.869622956340512e-07,1522,
