DeviceID,DLmodel,TimeStamp,EpcohIdx,IterIdx,ExecutionTime,Energy,ExecutionTimePerData,EnergyPerData,CoreFreq,OtimalCoreFreq
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:20 AM,0,1,1.934983730316162,1.5851703379551565e-05,0.03023412078619,2.476828653054932e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:21 AM,0,2,0.3205459117889404,1.2890622001224091e-05,0.0050085298717021,2.0141596876912645e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:22 AM,0,3,0.3147919178009033,8.51628851890564e-06,0.0049186237156391,1.3306700810790065e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:23 AM,0,4,0.3203303813934326,1.2772783878114488e-05,0.0050051622092723,1.995747480955389e-07,1462,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:24 AM,0,5,0.3180227279663086,1.362941566771931e-05,0.0049691051244735,2.129596198081142e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:25 AM,0,6,0.3232467174530029,1.3706459930207996e-05,0.0050507299602031,2.141634364095e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:26 AM,0,7,0.3148279190063476,1.1095268843571343e-05,0.0049191862344741,1.7336357568080226e-07,1515,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:27 AM,0,8,0.3370578289031982,1.3488371002674103e-05,0.0052665285766124,2.107557969167829e-07,1470,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:27 AM,0,9,0.315291166305542,1.3713707513279384e-05,0.004926424473524,2.142766798949904e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:28 AM,0,10,0.3173093795776367,1.2965729645225736e-05,0.0049579590559005,2.0258952570665213e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:29 AM,0,11,0.3136141300201416,9.018027401632732e-06,0.0049002207815647,1.4090667815051148e-07,1522,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:30 AM,0,12,0.3158762454986572,1.4218014178011157e-05,0.0049355663359165,2.221564715314243e-07,1432,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:31 AM,0,13,0.3172683715820312,1.3617607888248233e-05,0.0049573183059692,2.127751232538786e-07,1477,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:32 AM,0,14,0.3115766048431396,1.3101742515299056e-05,0.004868384450674,2.0471472680154778e-07,1455,
Tesla V100-SXM2-32GB,VGGNet,2023-10-16 10:39:32 AM,0,15,0.329632043838501,1.3656359051995803e-05,0.0051505006849765,2.1338061018743445e-07,1515,
